UF,Ano,urban
43,2020,0.4057053273259072
43,2021,0.40612368237224017
50,2012,0.40163299652547135
50,2013,0.40191027682084857
50,2014,0.40209004461271075
50,2015,0.4022623418897231
50,2016,0.4024282858619155
50,2017,0.40258747498753295
50,2018,0.4027171533862708
50,2019,0.4026400276935544
50,2020,0.4027868643558006
50,2021,0.40292893601973523
51,2012,0.3280050691161403
51,2013,0.32705595307269103
51,2014,0.32656836696432806
51,2015,0.3259554626784497
51,2016,0.3253955264676084
51,2017,0.32484159275524555
51,2018,0.32481686508824237
51,2019,0.3242990461092173
51,2020,0.3237721979910499
51,2021,0.3233906158104571
52,2012,0.3493638338676418
52,2013,0.3499501402538495
52,2014,0.3813911284944771
52,2015,0.38216849368468997
52,2016,0.38290643987959716
52,2017,0.38360708989769826
52,2018,0.44578879179374675
52,2019,0.4470565320586565
52,2020,0.44826331193751634
52,2021,0.44941511164297004
53,2012,1.0
53,2013,1.0
53,2014,1.0
53,2015,1.0
53,2016,1.0
53,2017,1.0
53,2018,1.0
53,2019,1.0
53,2020,1.0
53,2021,1.0
