i,t,Sg,Pop,Sg_pc,Ve,V,Mi_c,Mi_e,Pg,Pe,Pd,l1_Pg,l1_Pe,l1_Pd,l2_Pg,l2_Pe,l2_Pd,gdp_pc,l1_gdp_pc
51,2020,501812.77,3526220,0.1423089795872067,2528,1468532.0,0.41646068594699137,0.7169149967954354,2.0408,1.3355,1.7257,2.2117,1.2828,1.9315,2.307,1.3945,1.9533,26.73562047631742,22.645773168321888
51,2021,610110.26,3567234,0.17103174616523614,5083,1523317.0,0.42703029854503516,1.4249135324455866,2.4695,1.7774,2.0764,2.0408,1.3355,1.7257,2.2117,1.2828,1.9315,30.54064233812528,26.428229725327807
51,2022,663867.54,3567234,0.18610148367054138,8147,1574098.0,0.4412656977366778,2.2838423271363752,2.4353,1.6558,2.7624,2.4695,1.7774,2.0764,2.0408,1.3355,1.7257,30.798698621565055,30.54064233812528
51,2023,680386.95,3567234,0.19073235733904756,13752,1627458.0,0.45622406604108395,3.8550877234294134,2.1232,1.3241,2.3046,2.4353,1.6558,2.7624,2.4695,1.7774,2.0764,31.291245788753976,30.798698621565055
52,2006,890038.41,5730753,0.15530915570781012,0,1147695.0,0.2002694933807128,0.0,2.58,1.69,1.85,2.4238,1.4955,1.7946,2.2783,1.4171,1.646,14.427927403641373,13.520221123681305
52,2007,880459.81,5787874,0.1521214542680093,0,1285281.0,0.22206444024178826,0.0,2.422,1.3977,1.771,2.58,1.69,1.85,2.4238,1.4955,1.7946,15.61578282087689,14.285537012761509
52,2008,921928.73,5844995,0.15772960113738335,0,1446992.0,0.24756086189979631,0.0,2.269,1.4012,1.7989,2.422,1.3977,1.771,2.58,1.69,1.85,16.40637729375303,15.463175482374236
52,2009,951247.64,5926300,0.16051290687275366,1,1597040.0,0.26948348885476603,0.00016873934832863677,2.2445,1.3606,1.7332,2.269,1.4012,1.7989,2.422,1.3977,1.771,16.990050913909183,16.181292416870562
52,2010,1083507.32,6003508,0.18047903325855486,2,1760836.0,0.2933011832415314,0.0003331385583229005,2.0866,1.3092,1.5792,2.2445,1.3606,1.7332,2.269,1.4012,1.7989,17.784620092119475,16.77155068854743
52,2011,1256556.81,6080716,0.20664619265231265,9,1931679.0,0.3176729516721386,0.001480088857956859,2.1897,1.5136,1.529,2.0866,1.3092,1.5792,2.2445,1.3606,1.7332,18.41583154340706,17.558805410415484
52,2012,1446209.17,6154996,0.234965086898513,14,2101170.0,0.3413763388310894,0.0022745749956620607,2.0108,1.3793,1.5099,2.1897,1.5136,1.529,2.0866,1.3092,1.5792,19.281095556569007,18.193584775570933
52,2013,1529630.01,6434048,0.23773991272679346,33,2256112.0,0.35065203119404764,0.005128963911988223,1.9877,1.3366,1.5833,2.0108,1.3793,1.5099,2.1897,1.5136,1.529,18.708123479619672,18.444852451567037
52,2014,1639888.52,6523222,0.2513924131357173,65,2391176.0,0.36656363986999063,0.009964401027590353,1.9968,1.3784,1.6425,1.9877,1.3366,1.5833,2.0108,1.3793,1.5099,18.66080161601123,18.45237897128137
52,2015,1469880.46,6610681,0.22234932528131368,98,2490651.0,0.3767616377193212,0.01482449387589569,1.9847,1.3328,1.6646,1.9968,1.3784,1.6425,1.9877,1.3366,1.5833,18.01263135971922,18.413920084662987
52,2016,1531089.1,6695855,0.22866222461507904,139,2562366.0,0.38267943376910046,0.02075911142042353,2.0863,1.5168,1.6537,1.9847,1.3328,1.6646,1.9968,1.3784,1.6425,17.22041532122485,17.78350335986965
52,2017,1559199.29,6778772,0.23001205675600242,265,2636475.0,0.3889310630302952,0.03909262621607571,2.085,1.484,1.6914,2.0863,1.5168,1.6537,1.9847,1.3328,1.6646,17.327130289143817,17.00977758666319
52,2018,1223071.02,6921161,0.17671471881668407,392,2722000.0,0.39328661766429074,0.05663789644540851,2.3634,1.5072,1.8353,2.085,1.484,1.6914,2.0863,1.5168,1.6537,16.556757611663706,16.97065935099617
52,2019,1141131.4,7018354,0.16259245401414632,828,2809918.0,0.40036709462076153,0.11797638021678587,2.2215,1.4646,1.7841,2.3634,1.5072,1.8353,2.085,1.484,1.6914,16.70571599131363,16.32747294711837
52,2020,1131572.92,7113540,0.15907310846638945,1572,2894131.0,0.40684820778402875,0.22098701912128138,2.0831,1.4154,1.6317,2.2215,1.4646,1.7841,2.3634,1.5072,1.8353,16.62663606264954,16.4821774602378
52,2021,1278601.23,7206589,0.1774211391824898,2906,2979737.0,0.41347397499704786,0.4032420885942018,2.5934,1.8842,1.9953,2.0831,1.4154,1.6317,2.2215,1.4646,1.7841,17.464742120120906,16.411958652991032
52,2022,1434388.54,7206589,0.19903848269965166,5028,3063187.0,0.4250536557586398,0.697694845647504,2.4959,1.7447,2.6615,2.5934,1.8842,1.9953,2.0831,1.4154,1.6317,19.007447498754264,17.464742120120906
52,2023,1638113.9,7206589,0.22730780123578573,8396,3159658.0,0.43844015525236696,1.1650449331854502,2.1,1.436,2.1927,2.4959,1.7447,2.6615,2.5934,1.8842,1.9953,19.105222316563356,19.007447498754264
53,2006,736015.53,2383784,0.3087593213143473,0,756665.0,0.3174217966057327,0.0,2.6,1.91,1.88,2.4032,1.7121,1.805,2.2783,1.6133,1.6678,47.84536348360422,45.69875208349414
53,2007,731690.26,2470472,0.29617427762791887,0,827799.0,0.3350772645874958,0.0,2.4603,1.6178,1.7902,2.6,1.91,1.88,2.4032,1.7121,1.805,47.85263804479468,46.166486382521235
53,2008,773089.44,2557159,0.3023235708065083,1,896907.0,0.3507435399988816,0.00039105898381758817,2.3051,1.6543,1.817,2.4603,1.6178,1.7902,2.6,1.91,1.88,50.1872154464388,46.23044652905823
53,2009,761670.98,2606885,0.2921766706241357,3,972823.0,0.37317449753249565,0.0011507987502325573,2.3225,1.5946,1.7506,2.3051,1.6543,1.817,2.4603,1.6178,1.7902,51.70767538545045,49.22990069136153
53,2010,899566.91,2608442,0.3448675147846876,6,1048617.0,0.4020089386691366,0.00230022365841372,2.2175,1.6447,1.6529,2.3225,1.5946,1.7506,2.3051,1.6543,1.817,55.272113391825464,51.67681065831635
53,2011,1002018.08,2609998,0.38391526736802095,29,1115084.0,0.42723557642572907,0.011111119625379024,2.1743,1.6903,1.5904,2.2175,1.6447,1.6529,2.3225,1.5946,1.7506,54.67377817933194,55.23916186908956
53,2012,1079078.0,2648532,0.4074249433270959,40,1185277.0,0.4475222500615435,0.015102705951825389,2.0616,1.6406,1.5027,2.1743,1.6903,1.5904,2.2175,1.6447,1.6529,52.99182670607717,53.878318895335234
53,2013,1123062.26,2789761,0.40256576100963487,89,1253907.0,0.44946753503257086,0.03190237443279191,2.0425,1.5628,1.6381,2.0616,1.6406,1.5027,2.1743,1.6903,1.5904,50.16381306570706,50.309165828004616
53,2014,1172428.68,2852372,0.41103638655827496,179,1308983.0,0.45891033848319923,0.0627547879449104,2.0097,1.5974,1.649,2.0425,1.5628,1.6381,2.0616,1.6406,1.5027,51.05986993533803,49.06269213903376
53,2015,1122267.15,2914830,0.3850197610152221,278,1355340.0,0.4649808050555264,0.09537434430138293,2.0604,1.6006,1.6995,2.0097,1.5974,1.649,2.0425,1.5628,1.6381,50.72871997526442,49.96577616094249
53,2016,1199588.7,2977216,0.40292296561619984,406,1390951.0,0.46719855059223114,0.13636901051183387,2.0206,1.7194,1.7413,2.0604,1.6006,1.6995,2.0097,1.5974,1.649,50.18878746325426,49.6657262507994
53,2017,1266124.91,3039444,0.4165646447179155,754,1429034.0,0.4701629640157871,0.2480716867953481,1.9946,1.7286,1.7712,2.0206,1.7194,1.7413,2.0604,1.6006,1.6995,49.26888167108852,49.16124825994491
53,2018,1090790.63,2974703,0.36668891986863894,1189,1473183.0,0.4952370034924495,0.3997037687459891,2.2814,1.7533,1.8764,1.9946,1.7286,1.7712,2.0206,1.7194,1.7413,50.16364816265691,50.3411623889511
53,2019,1123114.42,3015268,0.37247581972813026,2527,1524887.0,0.505721879448195,0.8380681252877025,2.1085,1.5924,1.8283,2.2814,1.7533,1.8764,1.9946,1.7286,1.7712,50.98554887111196,49.488786628717584
53,2020,946625.38,3055149,0.30984589622306474,4343,1558113.0,0.5099957481615462,1.421534596184998,1.975,1.5329,1.6411,2.1085,1.5924,1.8283,2.2814,1.7533,1.8764,45.91955016972986,50.319998786802216
53,2021,985314.35,3094325,0.3184262642094802,7204,1582892.0,0.511546783224128,2.3281329530673087,2.5592,2.1149,1.9867,1.975,1.5329,1.6411,2.1085,1.5924,1.8283,43.28705467240836,45.33818127749994
53,2022,1045611.31,3094325,0.33791256897707905,12085,1603034.0,0.5180561188627568,3.9055367487254893,2.5161,2.0193,2.6736,2.5592,2.1149,1.9867,1.975,1.5329,1.6411,45.68553974395062,43.28705467240836
53,2023,1056571.76,3094325,0.34145468236206605,21234,1633080.0,0.5277661525534648,6.86223974534026,2.1039,1.4824,2.2158,2.5161,2.0193,2.6736,2.5592,2.1149,1.9867,48.3170591987267,45.68553974395062
