i,t,Sg,Se,Pop,Sg_pc,Se_pc
41,2015,2591179.51,1690431.63,11163018,0.23212177119126742,0.15143141666527815
41,2016,2881573.09,1245240.13,11242720,0.2563056884810793,0.11075968537862722
41,2017,3065370.17,1067031.32,11320892,0.27077108146601875,0.09425329028843311
41,2018,2535773.94,1566082.41,11348937,0.22343713248209943,0.1379937530713229
41,2019,2514962.03,1776444.4,11433957,0.2199555263326598,0.15536567086967354
41,2020,2491379.57,1329473.3,11516840,0.21632492680283827,0.11543733350467664
41,2021,2798206.39,1010990.77,11597484,0.24127702094695713,0.087173284308907
41,2022,3185490.6,835763.03,11597484,0.27467083377739515,0.07206416753840747
41,2023,3380217.19,913048.67,11597484,0.2914612505608975,0.07872816810956584
42,2006,1478528.47,193058.54,5958266,0.24814744256130894,0.03240179944970567
42,2007,1339062.33,242397.14,6005426,0.22297541090340636,0.04036302170736931
42,2008,1375977.99,376158.48,6052587,0.2273371683876663,0.06214838051894173
42,2009,1451702.97,498649.85,6118743,0.2372550979833603,0.08149547219093856
42,2010,1787184.72,290593.44,6217898,0.28742586642624246,0.046734996296175974
42,2011,2008653.52,123082.12,6317054,0.3179731438103901,0.01948410129151975
42,2012,2225459.46,94663.11,6362734,0.34976465462802625,0.014877741235135715
42,2013,2364078.62,110495.72,6634254,0.35634430336854755,0.01665533457115148
42,2014,2571463.1,107772.36,6727148,0.38225160201618874,0.016020512704640957
42,2015,2560629.76,157132.54,6819190,0.3755035070147627,0.023042698619630778
42,2016,2700772.29,74866.3,6910553,0.39081854809593386,0.010833619248705567
42,2017,2807016.35,67385.11,7001161,0.4009358376417854,0.009624847935935196
42,2018,2750212.92,96304.71,7075494,0.38869553419167624,0.013611022778056205
42,2019,2885318.42,81554.81,7164788,0.4027081359560115,0.01138272479241535
42,2020,2636645.8,77382.63,7252502,0.36354982046195916,0.010669784027636256
42,2021,2839222.85,61846.72,7338473,0.38689559122177053,0.008427736942004148
42,2022,2960876.27,56621.99,7338473,0.4034730753932051,0.007715772749998535
42,2023,3103228.46,101661.22,7338473,0.4228711422662453,0.0138531844431396
43,2006,1898189.9,158758.98,10963219,0.17314165666124154,0.014481055244814503
43,2007,1967365.6,220297.42,10909224,0.1803396465229791,0.02019368380372426
43,2008,2121884.89,324890.4,10855228,0.1954712411383713,0.029929394389505225
43,2009,2245512.8,403028.33,10914128,0.20574367462063847,0.036927213058157285
43,2010,2582903.54,240893.3,10823579,0.238636733745834,0.02225634422772726
43,2011,2813757.28,137121.91,10733030,0.26215870821194015,0.012775694282043375
43,2012,3081486.6,115215.87,10768025,0.2861700822574242,0.01069981449708744
43,2013,3297196.15,111449.65,11164043,0.2953406888525958,0.009982911208779829
43,2014,3552611.8,114072.73,11207274,0.31699160741496996,0.010178454635801712
43,2015,3494738.69,167631.84,11247972,0.3106994478649129,0.014903294567233986
43,2016,3463356.22,68922.76,11286500,0.30685830151065435,0.0061066548531431356
43,2017,3594255.28,54731.47,11322895,0.31743253646704306,0.004833699332193755
43,2018,3461000.8,69212.42,11329605,0.30548291842478176,0.006108987912641262
43,2019,3553480.34,53036.35,11377239,0.3123323980449035,0.004661618693252378
43,2020,3178280.53,34970.56,11422973,0.27823584368097515,0.003061423676655806
43,2021,3269749.53,34293.31,11466630,0.2851534871187088,0.002990705202836404
43,2022,3602295.12,32924.16,11466630,0.31415464875033033,0.0028713022047454225
43,2023,3825753.14,54927.69,11466630,0.333642329088843,0.004790220840822456
50,2006,318707.13,65292.34,2297981,0.1386900631467362,0.02841291551148595
50,2007,328961.32,105473.42,2317020,0.14197603818698157,0.04552115216959715
50,2008,356358.49,166280.15,2336060,0.15254680530465828,0.07117974281482496
50,2009,372538.16,207976.53,2360498,0.1578218494571908,0.08810705622288179
50,2010,451271.24,168271.84,2419020,0.186551264561682,0.06956198791246042
50,2011,552064.64,105792.03,2477542,0.22282756054185965,0.04270039821726534
50,2012,643255.26,90758.84,2500365,0.257264543376667,0.036298236457477207
50,2013,671116.67,130868.23,2587269,0.25939191866017797,0.05058160941131363
50,2014,717740.23,156077.91,2619657,0.27398252137589,0.059579521288474026
50,2015,663753.43,231696.16,2651235,0.25035631696171784,0.08739178533777654
50,2016,741872.02,116193.77,2682386,0.27657168655070524,0.043317318983919544
50,2017,766623.34,91062.74,2713147,0.2825587187129927,0.03356351130255751
50,2018,712686.89,133379.73,2748023,0.2593453147954002,0.04853661341262428
50,2019,768148.2,108582.65,2778986,0.2764131233478686,0.03907275891278329
50,2020,697962.96,145726.61,2809394,0.2484389729600049,0.05187119001464372
50,2021,676391.5,178373.46,2839188,0.23823413595718212,0.06282551912729978
50,2022,769521.63,147229.33,2839188,0.27103581376083585,0.05185613985407095
50,2023,815140.08,197069.11,2839188,0.28710324219459926,0.06941037719235217
51,2006,364957.36,72465.48,2856999,0.12774150778491697,0.02536419508722264
51,2007,347660.4,107203.41,2907367,0.11957912434171539,0.03687302291042032
51,2008,355889.16,276849.04,2957735,0.1203248972609108,0.09360170535899937
51,2009,354940.57,393940.62,3001692,0.11824683212001764,0.13123952091020663
51,2010,393806.62,416311.03,3038814,0.12959220932903429,0.1369978649565258
51,2011,488407.84,338644.59,3075936,0.15878348574222612,0.11009481016510098
51,2012,593011.55,371859.1,3115336,0.1903523568565317,0.11936404291543512
51,2013,586942.4,488525.36,3182113,0.18445052077031834,0.15352231677504852
51,2014,662409.15,514044.56,3224357,0.20543914647168413,0.15942544823665616
51,2015,565513.12,699298.94,3265486,0.17317885300993482,0.2141485034693151
51,2016,616554.18,599949.58,3305531,0.18652197786074312,0.1814987002088318
51,2017,623823.98,674441.99,3344544,0.18651989030492647,0.20165439294564522
51,2018,521857.27,840622.76,3441998,0.1516146348719552,0.24422523197282509
51,2019,475309.09,1000070.52,3484466,0.13640801488664261,0.28700825894125526
51,2020,501812.77,915611.4,3526220,0.1423089795872067,0.259658047427557
51,2021,610110.26,845394.53,3567234,0.17103174616523614,0.2369888070140619
51,2022,663867.54,837740.62,3567234,0.18610148367054138,0.23484319223241312
51,2023,680386.95,942548.1,3567234,0.19073235733904756,0.26422379356106157
52,2006,890038.41,238581.38,5730753,0.15530915570781012,0.041631768111450626
52,2007,880459.81,435305.54,5787874,0.1521214542680093,0.07520991991187091
52,2008,921928.73,610591.29,5844995,0.15772960113738335,0.10446395420355364
52,2009,951247.64,773681.48,5926300,0.16051290687275366,0.1305505087491352
52,2010,1083507.32,851077.09,6003508,0.18047903325855486,0.14176329739212473
52,2011,1256556.81,705069.38,6080716,0.20664619265231265,0.11595170371383896
52,2012,1446209.17,688742.69,6154996,0.234965086898513,0.11189977865135899
52,2013,1529630.01,852546.53,6434048,0.23773991272679346,0.13250546623214499
52,2014,1639888.52,926225.81,6523222,0.2513924131357173,0.1419890063529955
52,2015,1469880.46,1240762.2,6610681,0.22234932528131368,0.1876905268912537
52,2016,1531089.1,1058503.03,6695855,0.22866222461507904,0.15808332617716483
52,2017,1559199.29,1021975.22,6778772,0.23001205675600242,0.15076111425491223
52,2018,1223071.02,1516564.95,6921161,0.17671471881668407,0.21912002191539828
52,2019,1141131.4,1752876.3,7018354,0.16259245401414632,0.249756039664001
52,2020,1131572.92,1557748.92,7113540,0.15907310846638945,0.2189836452736612
52,2021,1278601.23,1474010.28,7206589,0.1774211391824898,0.20453647072144673
52,2022,1434388.54,1382294.29,7206589,0.19903848269965166,0.1918097854616102
52,2023,1638113.9,1364285.24,7206589,0.22730780123578573,0.1893108154218313
53,2006,736015.53,80855.56,2383784,0.3087593213143473,0.033918996016417596
53,2007,731690.26,150221.38,2470472,0.29617427762791887,0.060806752717699294
53,2008,773089.44,174775.87,2557159,0.3023235708065083,0.0683476741180349
53,2009,761670.98,239353.89,2606885,0.2921766706241357,0.091816052491767
53,2010,899566.91,134134.6,2608442,0.3448675147846876,0.05142326338864349
53,2011,1002018.08,84019.78,2609998,0.38391526736802095,0.032191511257863036
53,2012,1079078.0,58133.63,2648532,0.4074249433270959,0.021949377995055374
53,2013,1123062.26,78017.27,2789761,0.40256576100963487,0.027965574828811502
53,2014,1172428.68,73914.06,2852372,0.41103638655827496,0.025913190846074775
53,2015,1122267.15,112377.1,2914830,0.3850197610152221,0.038553569161837914
53,2016,1199588.7,42982.15,2977216,0.40292296561619984,0.014437027746727144
53,2017,1266124.91,41289.32,3039444,0.4165646447179155,0.01358449769102507
53,2018,1090790.63,167629.38,2974703,0.36668891986863894,0.056351635776748135
53,2019,1123114.42,177843.81,3015268,0.37247581972813026,0.05898109554440932
53,2020,946625.38,149771.1,3055149,0.30984589622306474,0.049022519032623287
53,2021,985314.35,115540.94,3094325,0.3184262642094802,0.03733962657445485
53,2022,1045611.31,86799.4,3094325,0.33791256897707905,0.028051158168582807
53,2023,1056571.76,187717.5,3094325,0.34145468236206605,0.0606650885088024
